state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
165,26,Bay Springs High School,2A,2-1,33.1,13,2,1.7,3.2,24.0,14.7,151,33.27,10.9,Playing up,1.667,2,0,1
166,27,Loyd Star School,2A,2-1,33.0,1,-1,-1.2,2.3,27.7,15.7,179,29.2,7.3,Playing down,-0.333,0,2,1
170,28,Enterprise (Brookhaven),2A,2-1,32.0,-6,-4,-3.3,35.6,17.3,22.3,223,20.86,16.3,Mostly same class,0.0,0,2,0
175,29,Walnut Attendance Center,2A,2-1,30.7,35,8,9.5,23.4,17.7,20.3,203,24.82,11.3,Playing up,1.0,2,0,0
187,30,Puckett Attendance Center,2A,2-1,28.2,-3,0,-1.9,4.1,17.3,10.7,204,24.77,9.7,Playing down,-0.333,1,0,2
188,31,Philadelphia High School,2A,0-3,27.7,16,3,3.7,50.5,12.7,26.0,224,20.83,18.2,Playing up,1.667,3,0,0
198,32,Newton High School,2A,1-2,22.2,-8,-1,-6.2,2.7,19.3,19.0,211,22.85,11.8,Playing up,0.667,2,0,1
200,33,Leland High School,2A,1-2,21.6,9,3,0.3,9.5,11.3,16.7,217,21.73,12.2,Playing down,-0.333,1,0,2
202,34,North Forrest High School,2A,0-3,21.1,-5,-2,-4.6,19.8,15.3,22.7,228,18.97,13.4,Playing down,-0.333,0,2,1
203,35,Hamilton High School,2A,0-3,20.7,-3,-2,-4.3,36.9,23.0,43.3,233,16.77,18.8,Playing down,-0.667,0,1,2
205,36,East Union Attendance Center,2A,1-2,19.0,6,2,-0.8,32.4,14.3,34.7,242,13.3,13.8,Mostly same class,0.0,1,0,2
211,37,Collins High School,2A,1-2,15.2,-31,-8,-16.0,22.5,4.7,31.3,238,14.45,17.9,Playing up,1.0,2,0,1
213,38,M. S. Palmer High School,2A,0-3,14.9,-8,-3,-8.8,44.6,2.0,42.3,268,-14.18,19.5,Playing up,0.333,2,0,1
219,39,Strayhorn High School,2A,0-3,12.5,5,0,1.2,22.1,23.3,43.7,266,-11.8,10.2,Playing down,-1.0,0,0,2
