state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
129,19,Franklin High School,3A,0-3,45.2,12,0,4.6,78.4,10.7,24.7,166,30.83,25.7,Playing up,1.0,2,0,1
132,20,Southeast Lauderdale High School,3A,2-1,44.9,27,4,8.1,43.2,13.7,13.7,181,29.07,17.8,Playing down,-0.667,1,0,2
139,21,Union High School,3A,1-2,42.2,23,4,6.3,62.6,20.0,26.3,160,31.48,20.8,Playing down,-1.0,0,0,3
140,22,St. Patrick,3A,2-1,41.7,30,4,7.8,37.8,18.3,15.7,182,29.02,9.9,Playing down,-1.0,0,0,1
143,23,St. Stanislaus,3A,2-1,40.9,5,-3,2.0,8.1,29.7,15.3,176,29.45,8.2,Playing up,1.0,3,0,0
150,24,Pisgah High School,3A,2-1,37.3,32,7,6.6,9.9,28.0,20.7,177,29.21,11.3,Playing down,-1.667,0,0,3
157,25,Yazoo County High School,3A,2-1,35.4,17,2,2.2,5.0,30.7,14.0,189,27.17,8.8,Playing down,-0.667,1,0,2
158,26,North Panola High School,3A,0-3,34.9,19,3,3.3,69.8,9.3,31.3,132,36.78,24.2,Mostly same class,0.0,1,1,1
163,27,Mantachie Attendance Center,3A,2-1,33.6,-5,-4,-3.2,9.0,30.7,23.3,195,26.21,7.6,Playing down,-1.0,0,1,2
167,28,Alcorn Central High School,3A,1-2,32.9,-91,-20,-27.6,45.5,17.0,23.0,226,20.61,13.9,Mostly same class,0.0,2,0,1
174,29,Tylertown High School,3A,1-2,31.2,-21,-7,-7.0,65.8,12.7,36.3,202,25.22,23.1,Playing up,0.333,2,0,1
178,30,West Marion High School,3A,1-2,30.4,24,7,6.0,53.6,9.0,31.0,172,30.48,23.0,Playing down,-0.667,1,0,2
179,31,Quitman High School,3A,1-2,30.3,17,4,4.3,45.0,19.0,40.0,175,29.51,24.4,Playing down,-1.0,0,0,3
181,32,Holly Springs High School,3A,2-1,29.5,-45,-14,-14.3,6.3,26.7,19.7,229,18.77,7.8,Playing down,-1.0,0,1,2
189,33,Nettleton High School,3A,0-3,26.8,-10,-3,-4.6,66.2,15.3,37.0,246,1.75,17.8,Playing down,-0.333,1,0,2
190,34,Amanda Elzy High School,3A,0-3,25.8,5,0,-0.8,77.9,2.7,45.0,258,-3.28,26.5,Playing up,1.0,1,0,1
191,35,Coahoma County Jr/Sr High School,3A,1-2,25.7,1,-3,-1.2,24.3,17.3,30.0,188,28.01,19.1,Playing down,-0.667,1,0,2
209,36,Humphreys County High School,3A,0-2,17.3,-34,-8,-15.0,33.8,4.0,32.0,248,1.41,15.9,Playing down,-0.5,1,0,1
212,37,Crystal Springs High School,3A,0-3,15.2,-6,1,-8.3,35.1,6.7,29.7,267,-13.03,14.5,Playing up,1.0,2,0,1
216,38,McLaurin Attendance Center,3A,1-2,14.1,3,1,-0.8,26.6,15.0,40.3,256,-3.11,13.7,Playing down,-0.667,1,0,2
218,39,St. Andrew’S,3A,0-3,13.1,-19,-3,-12.0,29.7,12.0,37.0,265,-11.68,15.9,Playing down,-2.0,0,0,2
